volgnr.,id,filename,link,viewer,title,date,description,creator,publisher,physical_width,physical_height,scale,dpi,north,south,east,west,overige,
727,10605431132,10605431132.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7225,,"[130][133] Pascaert van 't Canaal tusschen Engeland en Vranckryck, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
728,10605431133,10605431133.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7226,,"[131][134] Galliae, Biscajae et Gallissiae Sinus … De Bocht van Vranckryck …, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
729,10605431134,10605431134.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7227,,"[132][135] Hispaniae, et Portugalliae Maritimi tractus, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
730,10605431135,10605431135.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7228,,"[133][136] Occidentalior tractus Maris Mediterranei, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
731,10605431136,10605431136.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7229,,"[134][137] Orientalior districtus Maris Mediterranei …, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
732,10605431137,10605431137.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7230,,"[135][138] Barbariae et Guineae Maritimi …, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
733,10605431138,10605431138.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7231,,"[136][139] Tractus Littorales Guineae …, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
734,10605431139,10605431139.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7232,,"[137][140] Cimbebas et Caffariae Littora a Catenbela  ad promontorium Bonae Spei …, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
735,10605431140,10605431140.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7233,,"[138][141] Occidentalior Tractus Indiarum Orientalium …, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
736,10605431141,10605431141.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7234,,"[139][142] Orientaliora Indiarum orientalium … Pascaert … van Oost Indien, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
611,10605431016,10605431016.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7109,,"[14][14] Gouvernement de la Guienne & Gascogne, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
737,10605431142,10605431142.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7235,,"[140][143] Poli Arctici …, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
738,10605431143,10605431143.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7236,,"[141][144] Magnum Mare del Zur cum Insula California …, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
739,10605431144,10605431144.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7237,,"[142][145] Septemtrionaliora Americae à Groenlandia, …, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
740,10605431145,10605431145.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7238,,"[143][146] Novae Hispaniae, Chili, Peruviae, et Guatimalae Littorae, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
741,10605431146,10605431146.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7239,,"[144][147] Indiarum Occidentalium Tractus Littorales cum Insulis Caribicis ..., uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
742,10605431147,10605431147.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7240,,"[145][148] Terra Nova … Terra Neuf ..., uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
743,10605431148,10605431148.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7241,,"[146][149] Littora Brasiliae … Pascaert van Brasil, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
744,10605431149,10605431149.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7242,,"[147][150] Tractus Australior Americae Meridionalis …, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
612,10605431017,10605431017.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7110,,"[15][15] Duche de Bretaigne, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
613,10605431018,10605431018.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7111,,"[16][16] Normandia Ducatus, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
614,10605431019,10605431019.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7112,,"[17][17] Nova Picardiae tabula, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
615,10605431020,10605431020.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7113,,"[18][18] Le Gouvernement de l'Isle de France, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
616,10605431021,10605431021.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7114,,"[19][19] Gouvernement general du Pays Orleanois, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
599,10605431004,10605431004.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7097,,"[2][2] America, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
617,10605431022,10605431022.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7115,,"[20][20] Champaigne et Brie etc., uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
618,10605431023,10605431023.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7116,,"[21][21] Generalis Lotharingiae Ducatus tabula, ..., uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
619,10605431024,10605431024.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7117,,"[22][22] Utriusque Burgundiae, ..., uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
620,10605431025,10605431025.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7118,,"[23][23] Lionnois, Forest, Beauiolois et Masconnois, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
621,10605431026,10605431026.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7119,,"[24][24] Nova et accurata desciptio Delphinatus vulgo Dauphiné, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
622,10605431027,10605431027.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7120,,"[25][25] Comté et Gouvernement de Provence, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
623,10605431028,10605431028.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7121,,"[26][26] Languedoc, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
624,10605431029,10605431029.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7122,,"[27][27]Novissima et accuratissima totius Italiae, Corsicae et Sardiniae descriptio, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
625,10605431030,10605431030.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7123,,"[28][28] Illustrissimo Celsissimoque principi Carolo Emanueli …, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
626,10605431031,10605431031.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7124,,"[29][29] Reipublicae Genuensis et Ducatus Mediolanensis ..., uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
600,10605431005,10605431005.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7098,,"[3][3]Totius Africae accuratissima tabula, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
627,10605431032,10605431032.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7125,,"[30][30] Accuratissima Dominii Veneti in Italia,…, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
628,10605431033,10605431033.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7126,,"[31][31] Status Ecclesiasticus et Magnus Ducatus Thoscanae, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
629,10605431034,10605431034.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7127,,"[32][32] Regnum Neapolis …, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
630,10605431035,10605431035.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7128,,"[33][33] Insula sive Regnum Siciliae …, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
631,10605431036,10605431036.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7129,,"[34][34] Insularum Sardiniae et Corsicae descriptio, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
632,10605431037,10605431037.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7130,,"[35][35] Accuratissima Germaniae tabula, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
633,10605431038,10605431038.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7131,,"[36][36] Carta nova accurata del Pasagio et strada dalli Paesi Bassi…, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
634,10605431039,10605431039.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7132,,"[37][37] Totius fluminis Rheni novissima descriptio, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
635,10605431040,10605431040.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7133,,"[38][38] Circuli Austriaci pars septentrionalis ..., uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
636,10605431041,10605431041.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7134,,"[39][39] Regnum Bohemia, …, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
601,10605431006,10605431006.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7099,,"[4][4] Accuratissima totius Asiae tabula, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
637,10605431042,10605431042.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7135,,"[40][40] Marchionatus Brandenburgi et Ducatus Pomeraniae tabula…, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
638,10605431043,10605431043.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7136,,"[41][41] Ducatus Pomeraniae tabula generalis, …, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
639,10605431044,10605431044.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7137,,"[42][42]Circuli Saxoniae Superioris pars meridionalis …, uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
640,10605431045,10605431045.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/7138,,"[43][43] Circulus Saxoniae Inferioris ..., uit: Atlas sive Descriptio terrarum orbis",1690,"Annotatie: Gedigitaliseerde versie. Amsterdam. Heiloo : Picturae (vervaardiger), 2015. tiff-bestand. Gedigitaliseerd: 07-01-2015; Origineel: Universiteitsbibliotheek Vrije Universiteit (XL.05127.-) ; Netherlands; Titelpagina ontbreekt","Wit, Frederik de",Amsterdam : Frederick de Wit,,,,300,,,,,,
